,Employee_ID,Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region
3897,EMP3898,55,Non-binary,HR,Healthcare,16,Onsite,23,13,5,High,Depression/Anxiety/Burnout,No,No Change,5,Satisfied,1,No Physical Activity,Poor,Europe
3898,EMP3899,59,Non-binary,Project Manager,Education,15,Hybrid,58,1,5,High,Depression/Anxiety/Burnout,No,Decrease,3,Neutral,2,Weekly,Poor,Asia
3899,EMP3900,55,Non-binary,Data Scientist,Consulting,32,Hybrid,43,14,1,High,Depression/Anxiety/Burnout,Yes,Decrease,4,Satisfied,1,No Physical Activity,Poor,Europe
3900,EMP3901,57,Female,HR,IT,16,Onsite,41,11,3,Low,Depression/Anxiety/Burnout,No,Increase,2,Unsatisfied,4,Weekly,Average,Asia
3901,EMP3902,43,Non-binary,HR,Finance,19,Remote,33,6,3,Medium,No mental health conditions,Yes,Decrease,5,Neutral,2,Daily,Average,South America
3902,EMP3903,25,Female,HR,Manufacturing,33,Onsite,53,13,4,Low,Depression/Anxiety/Burnout,Yes,No Change,2,Neutral,4,Daily,Poor,South America
3903,EMP3904,52,Non-binary,HR,Consulting,22,Hybrid,23,5,4,High,No mental health conditions,Yes,Decrease,3,Neutral,2,Weekly,Good,Oceania
3904,EMP3905,49,Female,Designer,Finance,8,Onsite,21,15,5,High,Depression/Anxiety/Burnout,No,No Change,4,Neutral,3,Weekly,Good,Europe
3905,EMP3906,38,Female,Project Manager,IT,3,Remote,28,3,3,High,Depression/Anxiety/Burnout,Yes,Increase,5,Unsatisfied,2,Daily,Poor,Europe
3906,EMP3907,50,Non-binary,Project Manager,Healthcare,19,Hybrid,52,10,3,High,Depression/Anxiety/Burnout,No,Decrease,3,Neutral,3,Weekly,Poor,Oceania
3907,EMP3908,33,Female,Software Engineer,Consulting,5,Remote,38,1,5,High,Depression/Anxiety/Burnout,Yes,Decrease,4,Satisfied,2,No Physical Activity,Poor,Oceania
3908,EMP3909,51,Prefer not to say,Designer,Manufacturing,5,Hybrid,25,13,4,High,No mental health conditions,Yes,Increase,2,Unsatisfied,1,No Physical Activity,Good,North America
3909,EMP3910,51,Non-binary,Marketing,Healthcare,24,Remote,49,13,5,Low,No mental health conditions,Yes,Decrease,3,Unsatisfied,2,Weekly,Good,Europe
3910,EMP3911,58,Non-binary,Software Engineer,IT,14,Remote,37,11,5,Low,Depression/Anxiety/Burnout,No,Increase,1,Neutral,3,Daily,Average,Europe
3911,EMP3912,34,Male,Software Engineer,Education,35,Remote,33,13,4,Low,Depression/Anxiety/Burnout,No,No Change,1,Unsatisfied,2,No Physical Activity,Poor,Asia
3912,EMP3913,53,Non-binary,Designer,Finance,11,Remote,42,9,1,Medium,Depression/Anxiety/Burnout,No,Increase,3,Satisfied,2,Weekly,Average,North America
3913,EMP3914,59,Male,Software Engineer,Retail,24,Onsite,42,0,4,Medium,No mental health conditions,No,No Change,3,Satisfied,1,Weekly,Average,South America
3914,EMP3915,22,Male,HR,Consulting,28,Hybrid,23,4,4,High,Depression/Anxiety/Burnout,Yes,Increase,3,Unsatisfied,3,No Physical Activity,Poor,Asia
3915,EMP3916,50,Prefer not to say,Project Manager,Healthcare,34,Onsite,50,10,4,Medium,Depression/Anxiety/Burnout,No,Decrease,2,Neutral,2,No Physical Activity,Poor,Asia
3916,EMP3917,30,Prefer not to say,Marketing,Consulting,9,Remote,37,9,4,Medium,Depression/Anxiety/Burnout,No,No Change,4,Unsatisfied,4,Weekly,Poor,Asia
3917,EMP3918,32,Female,Data Scientist,Healthcare,17,Hybrid,59,9,4,Low,No mental health conditions,No,No Change,3,Unsatisfied,2,Weekly,Average,Africa
3918,EMP3919,55,Prefer not to say,Project Manager,Finance,10,Hybrid,34,3,2,Low,Depression/Anxiety/Burnout,Yes,No Change,5,Unsatisfied,3,No Physical Activity,Poor,Europe
3919,EMP3920,52,Non-binary,Marketing,Education,27,Onsite,59,11,2,High,No mental health conditions,No,Decrease,1,Satisfied,4,Daily,Poor,North America
3920,EMP3921,45,Non-binary,Sales,IT,25,Onsite,50,4,1,High,Depression/Anxiety/Burnout,No,Increase,3,Neutral,4,No Physical Activity,Average,South America
3921,EMP3922,32,Female,Data Scientist,Education,31,Hybrid,34,6,2,Low,No mental health conditions,No,Increase,3,Unsatisfied,3,Weekly,Poor,North America
3922,EMP3923,44,Female,Data Scientist,Retail,9,Remote,27,5,3,Low,Depression/Anxiety/Burnout,Yes,Increase,1,Neutral,1,Weekly,Good,South America
3923,EMP3924,39,Female,Marketing,Healthcare,24,Onsite,42,3,4,Medium,Depression/Anxiety/Burnout,No,Decrease,2,Neutral,3,Daily,Average,North America
3924,EMP3925,23,Male,Marketing,Healthcare,5,Hybrid,50,9,3,Medium,No mental health conditions,Yes,Increase,1,Unsatisfied,5,No Physical Activity,Poor,South America
3925,EMP3926,42,Non-binary,Designer,IT,15,Onsite,41,12,1,Low,Depression/Anxiety/Burnout,No,Increase,4,Unsatisfied,4,Daily,Average,Africa
3926,EMP3927,44,Non-binary,Project Manager,Healthcare,8,Remote,29,5,3,Low,Depression/Anxiety/Burnout,No,No Change,2,Neutral,5,Weekly,Good,North America
3927,EMP3928,23,Female,Project Manager,Manufacturing,29,Hybrid,28,1,2,Low,Depression/Anxiety/Burnout,No,Decrease,4,Unsatisfied,2,Daily,Average,North America
3928,EMP3929,34,Prefer not to say,HR,Manufacturing,24,Onsite,20,7,2,Medium,Depression/Anxiety/Burnout,Yes,Decrease,3,Satisfied,3,Daily,Poor,Asia
3929,EMP3930,28,Female,Sales,Finance,33,Onsite,51,7,1,High,Depression/Anxiety/Burnout,Yes,No Change,1,Neutral,3,Weekly,Poor,Europe
3930,EMP3931,28,Male,Project Manager,Manufacturing,34,Hybrid,22,7,5,High,No mental health conditions,No,No Change,2,Unsatisfied,2,Daily,Poor,North America
3931,EMP3932,23,Male,Data Scientist,Healthcare,18,Remote,54,7,5,Low,Depression/Anxiety/Burnout,Yes,No Change,1,Satisfied,2,No Physical Activity,Poor,Asia
3932,EMP3933,57,Male,Designer,Retail,30,Onsite,43,1,1,High,Depression/Anxiety/Burnout,Yes,Decrease,4,Unsatisfied,1,Daily,Average,Oceania
3933,EMP3934,27,Prefer not to say,Project Manager,Healthcare,9,Remote,23,15,2,Medium,Depression/Anxiety/Burnout,No,Decrease,3,Neutral,2,Daily,Average,North America
3934,EMP3935,35,Female,Data Scientist,Consulting,35,Remote,41,15,4,Medium,No mental health conditions,Yes,No Change,4,Neutral,4,Daily,Poor,North America
3935,EMP3936,40,Female,Project Manager,Consulting,1,Onsite,57,6,3,Medium,Depression/Anxiety/Burnout,No,Increase,2,Neutral,5,No Physical Activity,Good,South America
3936,EMP3937,37,Non-binary,Sales,IT,3,Hybrid,25,8,1,Medium,No mental health conditions,No,Decrease,2,Satisfied,3,Weekly,Good,Africa
3937,EMP3938,59,Non-binary,Designer,Retail,15,Remote,35,13,4,High,Depression/Anxiety/Burnout,Yes,Decrease,2,Satisfied,2,No Physical Activity,Poor,Asia
3938,EMP3939,33,Female,HR,Consulting,31,Onsite,44,13,3,Low,No mental health conditions,No,Increase,5,Neutral,4,Daily,Poor,Oceania
3939,EMP3940,27,Female,Sales,IT,27,Hybrid,23,10,3,High,No mental health conditions,No,No Change,4,Unsatisfied,2,Weekly,Average,Africa
3940,EMP3941,42,Non-binary,Project Manager,Education,13,Remote,32,8,3,High,Depression/Anxiety/Burnout,No,Increase,1,Neutral,2,No Physical Activity,Average,Europe
3941,EMP3942,50,Non-binary,Designer,Healthcare,19,Remote,20,15,5,High,Depression/Anxiety/Burnout,No,Increase,2,Neutral,3,Weekly,Average,Europe
3942,EMP3943,45,Male,Project Manager,Healthcare,20,Onsite,54,9,4,Low,Depression/Anxiety/Burnout,Yes,No Change,4,Neutral,1,No Physical Activity,Good,Asia
3943,EMP3944,45,Prefer not to say,Software Engineer,Healthcare,4,Hybrid,44,11,1,High,Depression/Anxiety/Burnout,No,No Change,5,Satisfied,3,No Physical Activity,Good,Oceania
3944,EMP3945,53,Male,HR,Healthcare,9,Remote,41,8,1,High,Depression/Anxiety/Burnout,No,Increase,3,Neutral,3,No Physical Activity,Poor,North America
3945,EMP3946,49,Female,Project Manager,Education,22,Hybrid,59,1,2,Medium,Depression/Anxiety/Burnout,Yes,No Change,5,Satisfied,2,Daily,Good,Oceania
3946,EMP3947,30,Male,Designer,IT,19,Remote,37,1,3,Medium,Depression/Anxiety/Burnout,No,Decrease,3,Neutral,4,Daily,Average,Oceania
3947,EMP3948,56,Female,Project Manager,Manufacturing,35,Onsite,29,2,3,Medium,Depression/Anxiety/Burnout,No,No Change,5,Satisfied,5,No Physical Activity,Poor,Oceania
3948,EMP3949,57,Non-binary,Marketing,Healthcare,15,Remote,38,8,1,Low,No mental health conditions,No,Decrease,1,Satisfied,3,No Physical Activity,Good,Asia
3949,EMP3950,56,Male,Data Scientist,Finance,6,Onsite,38,14,1,Low,Depression/Anxiety/Burnout,No,Decrease,2,Unsatisfied,3,No Physical Activity,Poor,Asia
3950,EMP3951,49,Prefer not to say,Designer,Finance,10,Hybrid,21,2,2,Medium,No mental health conditions,No,Increase,2,Neutral,1,Weekly,Average,Asia
3951,EMP3952,27,Male,Marketing,IT,21,Hybrid,34,12,1,Medium,Depression/Anxiety/Burnout,Yes,Increase,4,Unsatisfied,2,Weekly,Good,North America
3952,EMP3953,40,Female,Designer,IT,12,Hybrid,48,8,5,Low,Depression/Anxiety/Burnout,Yes,Increase,1,Neutral,1,Weekly,Poor,Oceania
3953,EMP3954,53,Non-binary,Data Scientist,Retail,21,Hybrid,46,6,1,Medium,No mental health conditions,No,Increase,2,Neutral,3,Daily,Poor,Europe
3954,EMP3955,49,Female,Software Engineer,Healthcare,8,Hybrid,32,14,4,Medium,Depression/Anxiety/Burnout,No,Decrease,4,Unsatisfied,4,Daily,Poor,South America
3955,EMP3956,59,Non-binary,Project Manager,Education,24,Hybrid,54,1,2,High,Depression/Anxiety/Burnout,No,Increase,4,Satisfied,2,Weekly,Poor,North America
3956,EMP3957,35,Male,Sales,Retail,30,Onsite,37,10,2,High,No mental health conditions,Yes,Increase,2,Neutral,5,Daily,Good,Oceania
3957,EMP3958,54,Non-binary,Project Manager,Manufacturing,17,Remote,29,10,3,Low,No mental health conditions,No,No Change,3,Unsatisfied,2,No Physical Activity,Poor,North America
3958,EMP3959,24,Female,Software Engineer,Consulting,30,Hybrid,23,13,3,Medium,No mental health conditions,Yes,Decrease,2,Neutral,1,Weekly,Average,Asia
3959,EMP3960,47,Male,HR,Finance,3,Remote,28,12,1,Medium,Depression/Anxiety/Burnout,No,Increase,5,Satisfied,2,No Physical Activity,Poor,South America
3960,EMP3961,34,Prefer not to say,Marketing,Finance,33,Remote,30,5,3,Low,Depression/Anxiety/Burnout,Yes,Decrease,5,Neutral,2,Daily,Good,South America
3961,EMP3962,36,Male,Data Scientist,Manufacturing,14,Onsite,29,8,2,Medium,Depression/Anxiety/Burnout,No,No Change,2,Neutral,2,Daily,Poor,Europe
3962,EMP3963,60,Male,HR,Retail,34,Remote,54,4,4,Low,Depression/Anxiety/Burnout,No,Increase,1,Unsatisfied,1,Daily,Average,Europe
3963,EMP3964,26,Male,HR,Consulting,1,Hybrid,36,12,1,High,Depression/Anxiety/Burnout,Yes,No Change,2,Neutral,3,Daily,Good,Africa
3964,EMP3965,54,Female,Marketing,IT,22,Onsite,36,4,2,High,No mental health conditions,No,Decrease,1,Unsatisfied,2,No Physical Activity,Poor,Asia
3965,EMP3966,41,Prefer not to say,Data Scientist,Retail,10,Remote,46,8,4,High,No mental health conditions,No,Decrease,1,Satisfied,2,Daily,Average,Oceania
3966,EMP3967,58,Female,Designer,Manufacturing,2,Hybrid,30,1,5,Low,No mental health conditions,Yes,Decrease,5,Satisfied,1,Daily,Average,Oceania
3967,EMP3968,34,Prefer not to say,Marketing,Retail,22,Remote,46,0,3,High,Depression/Anxiety/Burnout,Yes,Decrease,2,Satisfied,4,Daily,Poor,Asia
3968,EMP3969,57,Female,Data Scientist,IT,21,Remote,20,11,4,Low,Depression/Anxiety/Burnout,No,Decrease,5,Unsatisfied,3,Daily,Average,Oceania
3969,EMP3970,58,Non-binary,Marketing,Finance,5,Hybrid,45,12,3,High,No mental health conditions,No,No Change,3,Satisfied,3,Weekly,Poor,Asia
3970,EMP3971,27,Male,Marketing,Consulting,30,Hybrid,37,0,1,Low,Depression/Anxiety/Burnout,No,No Change,2,Satisfied,4,No Physical Activity,Poor,Africa
3971,EMP3972,56,Female,Marketing,Finance,9,Remote,36,12,5,Low,No mental health conditions,No,Decrease,4,Unsatisfied,2,No Physical Activity,Good,Africa
3972,EMP3973,27,Non-binary,Data Scientist,Finance,4,Remote,60,15,2,High,No mental health conditions,No,Decrease,4,Satisfied,4,No Physical Activity,Good,Oceania
3973,EMP3974,31,Female,Sales,Finance,32,Hybrid,27,13,1,Low,Depression/Anxiety/Burnout,Yes,Decrease,2,Satisfied,5,Weekly,Average,North America
3974,EMP3975,60,Female,Sales,Manufacturing,28,Remote,47,1,3,Medium,Depression/Anxiety/Burnout,Yes,No Change,4,Satisfied,2,No Physical Activity,Average,Africa
3975,EMP3976,27,Non-binary,HR,Healthcare,2,Remote,46,15,2,Low,No mental health conditions,No,Increase,2,Neutral,3,Weekly,Poor,Africa
3976,EMP3977,42,Non-binary,Project Manager,Education,2,Hybrid,58,12,1,Medium,Depression/Anxiety/Burnout,No,No Change,5,Unsatisfied,3,Daily,Good,Europe
3977,EMP3978,22,Non-binary,Data Scientist,Retail,1,Hybrid,33,8,3,Low,No mental health conditions,Yes,Decrease,5,Unsatisfied,3,Daily,Good,Oceania
3978,EMP3979,47,Male,HR,IT,25,Onsite,27,2,4,Medium,No mental health conditions,Yes,Increase,4,Satisfied,1,No Physical Activity,Poor,Africa
3979,EMP3980,50,Male,Project Manager,Consulting,11,Onsite,56,10,1,Medium,Depression/Anxiety/Burnout,Yes,No Change,4,Satisfied,1,Weekly,Average,Asia
3980,EMP3981,43,Male,Software Engineer,Manufacturing,21,Onsite,32,15,4,Low,Depression/Anxiety/Burnout,Yes,Decrease,4,Unsatisfied,1,Daily,Good,South America
3981,EMP3982,37,Female,HR,Manufacturing,34,Hybrid,31,13,2,High,Depression/Anxiety/Burnout,Yes,Increase,5,Unsatisfied,2,Weekly,Good,Oceania
3982,EMP3983,43,Non-binary,Data Scientist,Education,35,Onsite,47,10,2,High,Depression/Anxiety/Burnout,No,Decrease,5,Satisfied,2,Daily,Poor,North America
3983,EMP3984,43,Prefer not to say,Designer,Finance,29,Hybrid,35,8,1,High,Depression/Anxiety/Burnout,Yes,No Change,3,Satisfied,2,Weekly,Good,South America
3984,EMP3985,45,Prefer not to say,Sales,Healthcare,28,Hybrid,52,3,1,High,Depression/Anxiety/Burnout,Yes,No Change,4,Unsatisfied,2,Daily,Good,Africa
3985,EMP3986,44,Male,Project Manager,IT,7,Hybrid,57,3,5,Low,Depression/Anxiety/Burnout,Yes,Decrease,2,Satisfied,2,Daily,Average,Europe
3986,EMP3987,34,Female,Designer,Retail,4,Onsite,57,8,3,Low,No mental health conditions,No,No Change,4,Neutral,2,Daily,Average,South America
3987,EMP3988,29,Male,HR,Manufacturing,25,Onsite,38,14,1,Low,Depression/Anxiety/Burnout,No,Decrease,4,Unsatisfied,4,Weekly,Good,Oceania
3988,EMP3989,54,Female,Sales,Consulting,16,Remote,22,10,2,Low,Depression/Anxiety/Burnout,No,Decrease,1,Satisfied,5,Daily,Average,Asia
3989,EMP3990,36,Prefer not to say,HR,IT,23,Hybrid,50,15,3,High,Depression/Anxiety/Burnout,No,No Change,4,Satisfied,2,No Physical Activity,Good,Africa
3990,EMP3991,46,Prefer not to say,HR,Retail,22,Remote,28,2,4,Medium,Depression/Anxiety/Burnout,Yes,Decrease,3,Neutral,3,Weekly,Average,Oceania
3991,EMP3992,31,Male,Software Engineer,Healthcare,14,Onsite,22,8,4,Low,No mental health conditions,No,No Change,4,Unsatisfied,1,No Physical Activity,Poor,North America
3992,EMP3993,46,Non-binary,Sales,Healthcare,3,Remote,24,2,1,High,Depression/Anxiety/Burnout,Yes,No Change,1,Neutral,3,No Physical Activity,Average,South America
3993,EMP3994,38,Prefer not to say,Designer,Education,18,Hybrid,32,13,3,Low,No mental health conditions,No,Decrease,2,Satisfied,3,Daily,Good,Oceania
3994,EMP3995,25,Male,Sales,IT,27,Remote,41,8,1,High,Depression/Anxiety/Burnout,Yes,Decrease,5,Unsatisfied,3,No Physical Activity,Poor,Asia
3995,EMP3996,50,Male,Designer,Finance,6,Hybrid,21,8,4,High,No mental health conditions,No,Decrease,4,Neutral,5,No Physical Activity,Poor,Europe
3996,EMP3997,58,Prefer not to say,Project Manager,Finance,2,Onsite,53,9,3,High,Depression/Anxiety/Burnout,No,Increase,2,Satisfied,1,Weekly,Average,Oceania
3997,EMP3998,47,Prefer not to say,Project Manager,Education,19,Hybrid,60,0,4,High,Depression/Anxiety/Burnout,Yes,Increase,4,Satisfied,5,Daily,Good,North America
3998,EMP3999,27,Prefer not to say,Sales,Finance,7,Onsite,56,11,1,Medium,Depression/Anxiety/Burnout,Yes,No Change,3,Unsatisfied,4,Weekly,Good,South America
3999,EMP4000,24,Non-binary,HR,Consulting,11,Onsite,34,4,5,Low,Depression/Anxiety/Burnout,No,Decrease,4,Unsatisfied,1,Daily,Average,Europe
4000,EMP4001,38,Non-binary,Project Manager,Retail,33,Onsite,26,11,1,Low,Depression/Anxiety/Burnout,No,Increase,2,Neutral,2,Daily,Good,Europe
4001,EMP4002,38,Female,Designer,Manufacturing,22,Remote,29,0,4,Medium,Depression/Anxiety/Burnout,No,No Change,5,Neutral,1,Daily,Poor,Asia
4002,EMP4003,22,Female,Software Engineer,Finance,16,Hybrid,36,15,1,High,Depression/Anxiety/Burnout,Yes,Decrease,5,Unsatisfied,5,Weekly,Poor,Africa
4003,EMP4004,40,Female,Data Scientist,Consulting,8,Onsite,25,11,1,Medium,No mental health conditions,Yes,Increase,4,Unsatisfied,1,No Physical Activity,Good,Asia
4004,EMP4005,39,Prefer not to say,Sales,Healthcare,20,Hybrid,31,1,2,High,Depression/Anxiety/Burnout,No,Increase,1,Satisfied,1,Daily,Average,South America
4005,EMP4006,43,Prefer not to say,Sales,Healthcare,12,Onsite,38,2,2,Low,Depression/Anxiety/Burnout,No,Increase,5,Satisfied,3,Weekly,Average,Oceania
4006,EMP4007,44,Male,Sales,Finance,12,Remote,41,13,4,Low,Depression/Anxiety/Burnout,Yes,Decrease,2,Neutral,4,Daily,Good,South America
4007,EMP4008,47,Prefer not to say,Project Manager,IT,33,Onsite,34,13,4,High,Depression/Anxiety/Burnout,No,No Change,3,Satisfied,5,Daily,Average,North America
4008,EMP4009,35,Non-binary,Project Manager,Finance,24,Hybrid,29,5,4,Medium,Depression/Anxiety/Burnout,Yes,Increase,5,Neutral,3,Weekly,Good,Asia
4009,EMP4010,23,Prefer not to say,HR,Healthcare,28,Remote,45,1,1,Low,Depression/Anxiety/Burnout,Yes,Decrease,5,Unsatisfied,4,Weekly,Average,Oceania
4010,EMP4011,27,Prefer not to say,Project Manager,Healthcare,6,Onsite,60,10,2,High,Depression/Anxiety/Burnout,Yes,Decrease,5,Neutral,5,Daily,Good,Africa
4011,EMP4012,47,Prefer not to say,Project Manager,Education,12,Onsite,48,11,3,Medium,No mental health conditions,Yes,Increase,5,Unsatisfied,4,No Physical Activity,Average,North America
4012,EMP4013,39,Female,HR,Healthcare,3,Hybrid,23,4,1,High,Depression/Anxiety/Burnout,No,Increase,5,Satisfied,5,Weekly,Average,Asia
4013,EMP4014,39,Non-binary,HR,Education,3,Onsite,60,15,2,Low,No mental health conditions,Yes,No Change,3,Neutral,1,Daily,Poor,Africa
4014,EMP4015,59,Female,Designer,Consulting,6,Hybrid,37,5,1,Low,No mental health conditions,Yes,Increase,4,Satisfied,5,Weekly,Poor,Oceania
4015,EMP4016,52,Male,HR,IT,34,Hybrid,34,4,5,Medium,Depression/Anxiety/Burnout,Yes,Increase,1,Unsatisfied,2,Daily,Good,South America
4016,EMP4017,29,Female,Marketing,Education,23,Remote,54,9,1,High,Depression/Anxiety/Burnout,No,Decrease,5,Neutral,3,No Physical Activity,Good,Africa
4017,EMP4018,51,Male,Marketing,Education,32,Remote,29,15,4,High,No mental health conditions,No,Decrease,1,Neutral,5,Daily,Poor,North America
4018,EMP4019,23,Male,Designer,Consulting,10,Remote,36,1,5,Low,No mental health conditions,No,No Change,1,Satisfied,3,Daily,Good,Africa
4019,EMP4020,24,Non-binary,HR,Education,30,Onsite,54,9,4,Low,Depression/Anxiety/Burnout,No,Decrease,4,Satisfied,1,No Physical Activity,Average,South America
4020,EMP4021,41,Prefer not to say,Designer,Healthcare,18,Hybrid,55,14,5,Low,Depression/Anxiety/Burnout,Yes,Decrease,2,Unsatisfied,2,No Physical Activity,Poor,Oceania
4021,EMP4022,52,Prefer not to say,HR,Retail,16,Onsite,56,4,3,Low,Depression/Anxiety/Burnout,No,Decrease,4,Neutral,4,No Physical Activity,Average,Oceania
4022,EMP4023,52,Non-binary,Software Engineer,Healthcare,3,Onsite,48,2,1,High,Depression/Anxiety/Burnout,Yes,No Change,1,Satisfied,4,Weekly,Average,Europe
4023,EMP4024,37,Prefer not to say,Designer,Finance,21,Onsite,52,4,2,High,Depression/Anxiety/Burnout,Yes,No Change,2,Satisfied,5,Weekly,Poor,Oceania
4024,EMP4025,57,Non-binary,Software Engineer,Retail,8,Hybrid,49,9,3,Medium,Depression/Anxiety/Burnout,Yes,No Change,3,Satisfied,2,No Physical Activity,Poor,Europe
4025,EMP4026,51,Non-binary,Data Scientist,Healthcare,6,Remote,26,14,4,Low,Depression/Anxiety/Burnout,Yes,Increase,3,Neutral,2,No Physical Activity,Average,Africa
4026,EMP4027,45,Prefer not to say,Sales,Retail,25,Remote,21,15,4,High,Depression/Anxiety/Burnout,Yes,Increase,3,Unsatisfied,4,Weekly,Good,Africa
4027,EMP4028,53,Prefer not to say,Project Manager,Retail,22,Onsite,20,10,5,Medium,No mental health conditions,Yes,Increase,5,Satisfied,3,Daily,Good,Oceania
4028,EMP4029,26,Male,Marketing,IT,1,Onsite,27,3,3,Medium,Depression/Anxiety/Burnout,No,No Change,3,Unsatisfied,4,Daily,Average,Oceania
4029,EMP4030,52,Prefer not to say,Designer,Education,25,Hybrid,54,1,4,Low,Depression/Anxiety/Burnout,Yes,Increase,1,Neutral,2,Weekly,Poor,Europe
4030,EMP4031,39,Non-binary,Project Manager,Healthcare,12,Hybrid,23,9,5,Medium,No mental health conditions,No,Increase,1,Unsatisfied,3,Daily,Poor,North America
4031,EMP4032,47,Female,Project Manager,Manufacturing,19,Remote,53,9,3,High,Depression/Anxiety/Burnout,No,Increase,1,Neutral,2,Daily,Average,Oceania
4032,EMP4033,32,Prefer not to say,Project Manager,Healthcare,21,Hybrid,57,1,1,Low,No mental health conditions,Yes,Decrease,4,Neutral,1,Weekly,Poor,Asia
4033,EMP4034,29,Male,Project Manager,Healthcare,28,Onsite,41,2,5,Medium,No mental health conditions,Yes,No Change,3,Satisfied,3,Weekly,Good,Africa
4034,EMP4035,40,Male,Project Manager,Retail,2,Remote,20,12,1,Low,Depression/Anxiety/Burnout,No,Increase,4,Neutral,5,Daily,Poor,Africa
4035,EMP4036,44,Male,Software Engineer,Finance,9,Onsite,35,3,2,Medium,No mental health conditions,No,No Change,5,Unsatisfied,2,Weekly,Average,Europe
4036,EMP4037,53,Female,Marketing,Finance,10,Hybrid,57,8,2,High,Depression/Anxiety/Burnout,Yes,Decrease,1,Satisfied,1,No Physical Activity,Good,Oceania
4037,EMP4038,23,Male,Sales,Consulting,20,Onsite,50,10,4,Medium,Depression/Anxiety/Burnout,Yes,No Change,3,Unsatisfied,2,Daily,Good,Oceania
4038,EMP4039,36,Non-binary,HR,Manufacturing,26,Remote,24,13,4,Medium,Depression/Anxiety/Burnout,Yes,Increase,1,Unsatisfied,1,Weekly,Good,South America
4039,EMP4040,39,Male,Designer,Retail,9,Remote,25,14,5,Medium,No mental health conditions,No,Increase,4,Neutral,5,No Physical Activity,Poor,Africa
4040,EMP4041,59,Male,Marketing,IT,2,Hybrid,35,0,5,Low,Depression/Anxiety/Burnout,No,No Change,2,Neutral,3,Daily,Good,Asia
4041,EMP4042,37,Male,HR,Healthcare,25,Onsite,37,1,2,Low,Depression/Anxiety/Burnout,Yes,Increase,5,Satisfied,3,Daily,Average,South America
4042,EMP4043,30,Non-binary,Software Engineer,IT,4,Onsite,51,1,3,Medium,Depression/Anxiety/Burnout,Yes,Decrease,2,Neutral,5,Weekly,Average,Asia
4043,EMP4044,24,Male,Project Manager,Consulting,3,Hybrid,47,10,2,High,Depression/Anxiety/Burnout,Yes,No Change,5,Unsatisfied,2,Daily,Good,Oceania
4044,EMP4045,47,Prefer not to say,Software Engineer,Finance,15,Remote,28,10,3,High,Depression/Anxiety/Burnout,Yes,No Change,3,Neutral,5,No Physical Activity,Poor,North America
4045,EMP4046,59,Non-binary,Project Manager,Finance,7,Onsite,33,3,3,High,Depression/Anxiety/Burnout,No,Increase,3,Unsatisfied,3,Weekly,Poor,South America
4046,EMP4047,37,Non-binary,HR,Education,29,Onsite,31,9,3,High,Depression/Anxiety/Burnout,Yes,Increase,3,Neutral,3,No Physical Activity,Poor,Asia
4047,EMP4048,57,Non-binary,Marketing,IT,5,Remote,32,2,4,High,Depression/Anxiety/Burnout,Yes,Increase,4,Neutral,4,Weekly,Poor,Oceania
4048,EMP4049,30,Male,Sales,Healthcare,9,Hybrid,38,10,3,Medium,No mental health conditions,Yes,Decrease,1,Unsatisfied,3,No Physical Activity,Good,Europe
4049,EMP4050,39,Non-binary,Marketing,IT,24,Onsite,49,4,1,High,Depression/Anxiety/Burnout,No,Increase,2,Neutral,2,No Physical Activity,Average,South America
4050,EMP4051,34,Male,Designer,Education,28,Remote,59,6,4,High,Depression/Anxiety/Burnout,No,No Change,5,Satisfied,2,No Physical Activity,Poor,North America
4051,EMP4052,48,Male,Marketing,Healthcare,13,Hybrid,46,10,3,High,No mental health conditions,No,Decrease,2,Neutral,1,Daily,Average,North America
4052,EMP4053,58,Female,Project Manager,Finance,27,Hybrid,31,8,4,High,No mental health conditions,No,Increase,4,Neutral,4,Daily,Good,Asia
4053,EMP4054,46,Female,Marketing,Retail,29,Remote,22,8,4,Medium,No mental health conditions,No,Decrease,2,Unsatisfied,1,Weekly,Poor,Oceania
4054,EMP4055,28,Male,Project Manager,Manufacturing,15,Onsite,41,1,1,High,Depression/Anxiety/Burnout,No,Increase,5,Unsatisfied,3,Daily,Good,Asia
4055,EMP4056,23,Male,Software Engineer,Healthcare,22,Hybrid,47,9,4,High,No mental health conditions,Yes,No Change,3,Neutral,3,Daily,Good,North America
4056,EMP4057,54,Prefer not to say,Software Engineer,Healthcare,32,Hybrid,44,2,1,Low,No mental health conditions,Yes,Decrease,3,Satisfied,3,No Physical Activity,Good,Asia
4057,EMP4058,43,Male,HR,Consulting,18,Remote,50,2,5,Medium,Depression/Anxiety/Burnout,No,Decrease,2,Neutral,3,Weekly,Poor,Africa
4058,EMP4059,41,Male,Designer,Retail,25,Onsite,55,7,1,Low,Depression/Anxiety/Burnout,Yes,No Change,3,Unsatisfied,2,Daily,Poor,Europe
4059,EMP4060,43,Male,Marketing,Finance,30,Hybrid,54,2,5,Medium,No mental health conditions,No,No Change,5,Satisfied,1,Weekly,Average,South America
